PRECISION, SENSIBILIDAD, ESPECIFICIDAD 
0.531250, 0.566667, 0.794521, 0.601942, 
0.575000, 0.718750, 0.760563, 0.582524, 
0.641026, 0.714286, 0.794118, 0.611650, 
0.575758, 0.633333, 0.808219, 0.621359, 
0.565217, 0.838710, 0.722222, 0.592233, 
0.653846, 0.500000, 0.869565, 0.611650, 
0.641026, 0.757576, 0.800000, 0.631068, 
0.555556, 0.735294, 0.710145, 0.601942, 
0.619048, 0.764706, 0.768116, 0.621359, 
0.657895, 0.657895, 0.800000, 0.631068, 
0.562500, 0.562500, 0.802817, 0.631068, 
0.510638, 0.827586, 0.689189, 0.582524, 
0.650000, 0.634146, 0.774194, 0.601942, 
0.722222, 0.722222, 0.850746, 0.669903, 
0.511628, 0.846154, 0.727273, 0.621359, 
0.615385, 0.727273, 0.785714, 0.592233, 
0.525000, 0.700000, 0.739726, 0.640777, 
0.585366, 0.750000, 0.760563, 0.650485, 
0.609756, 0.806452, 0.777778, 0.621359, 
0.657895, 0.735294, 0.811594, 0.689320, 
0.696970, 0.676471, 0.855072, 0.621359, 
0.605263, 0.718750, 0.788732, 0.601942, 
0.562500, 0.562500, 0.802817, 0.504854, 
0.617647, 0.567568, 0.803030, 0.592233, 
0.648649, 0.648649, 0.803030, 0.631068, 
0.583333, 0.636364, 0.785714, 0.572816, 
0.625000, 0.714286, 0.779412, 0.631068, 
0.615385, 0.685714, 0.779412, 0.611650, 
0.676471, 0.621622, 0.833333, 0.660194, 
0.727273, 0.750000, 0.873239, 0.718447, 
0.583333, 0.677419, 0.791667, 0.650485, 
0.718750, 0.657143, 0.867647, 0.679612, 
0.657143, 0.657143, 0.823529, 0.640777, 
0.636364, 0.600000, 0.823529, 0.640777, 
0.558824, 0.655172, 0.797297, 0.650485, 
0.552632, 0.600000, 0.750000, 0.563107, 
0.675676, 0.675676, 0.818182, 0.660194, 
0.628571, 0.709677, 0.819444, 0.679612, 
0.781250, 0.714286, 0.897059, 0.660194, 
0.634146, 0.742857, 0.779412, 0.621359, 
0.575758, 0.575758, 0.800000, 0.543689, 
0.583333, 0.617647, 0.782609, 0.601942, 
0.600000, 0.600000, 0.835616, 0.601942, 
0.595238, 0.757576, 0.757143, 0.611650, 
0.525000, 0.677419, 0.736111, 0.601942, 
0.657143, 0.718750, 0.830986, 0.621359, 
0.666667, 0.705882, 0.826087, 0.592233, 
0.650000, 0.764706, 0.797101, 0.601942, 
0.621622, 0.741935, 0.805556, 0.631068, 
0.657895, 0.714286, 0.808824, 0.621359, 
0.525000, 0.677419, 0.736111, 0.592233, 
0.605263, 0.718750, 0.788732, 0.650485, 
0.608696, 0.875000, 0.746479, 0.650485, 
0.631579, 0.800000, 0.808219, 0.660194, 
0.578947, 0.733333, 0.780822, 0.601942, 
0.600000, 0.677419, 0.805556, 0.621359, 
0.564103, 0.687500, 0.760563, 0.621359, 
0.421053, 0.615385, 0.714286, 0.543689, 
0.571429, 0.625000, 0.788732, 0.533981, 
0.600000, 0.750000, 0.774648, 0.621359, 
0.666667, 0.625000, 0.859155, 0.611650, 
0.647059, 0.628571, 0.823529, 0.621359, 
0.682927, 0.756757, 0.803030, 0.660194, 
0.619048, 0.787879, 0.771429, 0.621359, 
0.641026, 0.781250, 0.802817, 0.621359, 
0.571429, 0.727273, 0.742857, 0.611650, 
0.647059, 0.647059, 0.826087, 0.640777, 
0.604651, 0.722222, 0.746269, 0.660194, 
0.609756, 0.781250, 0.774648, 0.650485, 
0.606061, 0.606061, 0.814286, 0.592233, 
0.621622, 0.657143, 0.794118, 0.611650, 
0.735294, 0.694444, 0.865672, 0.660194, 
0.526316, 0.689655, 0.756757, 0.592233, 
0.735294, 0.714286, 0.867647, 0.640777, 
0.600000, 0.827586, 0.783784, 0.660194, 
0.526316, 0.740741, 0.763158, 0.650485, 
0.533333, 0.857143, 0.720000, 0.592233, 
0.634146, 0.764706, 0.782609, 0.679612, 
0.575758, 0.612903, 0.805556, 0.592233, 
0.666667, 0.666667, 0.842857, 0.631068, 
0.555556, 0.714286, 0.786667, 0.611650, 
0.621622, 0.766667, 0.808219, 0.679612, 
0.648649, 0.685714, 0.808824, 0.592233, 
0.510204, 0.806452, 0.666667, 0.601942, 
0.458333, 0.666667, 0.628571, 0.485437, 
0.666667, 0.625000, 0.859155, 0.660194, 
0.692308, 0.710526, 0.815385, 0.650485, 
0.700000, 0.656250, 0.873239, 0.621359, 
0.552632, 0.656250, 0.760563, 0.533981, 
0.705882, 0.685714, 0.852941, 0.601942, 
0.717949, 0.823529, 0.840580, 0.689320, 
0.585366, 0.800000, 0.767123, 0.669903, 
0.676471, 0.657143, 0.838235, 0.572816, 
0.558140, 0.774194, 0.736111, 0.669903, 
0.475000, 0.655172, 0.716216, 0.621359, 
0.658537, 0.729730, 0.787879, 0.631068, 
0.677419, 0.600000, 0.852941, 0.592233, 
0.700000, 0.583333, 0.865672, 0.640777, 
0.685714, 0.705882, 0.840580, 0.708738, 
0.735294, 0.675676, 0.863636, 0.699029, 
