PRECISION, SENSIBILIDAD, ESPECIFICIDAD 
0.630435, 0.725000, 0.730159, 0.611650, 
0.710526, 0.675000, 0.825397, 0.572816, 
0.549020, 0.800000, 0.661765, 0.582524, 
0.783784, 0.659091, 0.864407, 0.631068, 
0.653061, 0.800000, 0.730159, 0.582524, 
0.629630, 0.894737, 0.692308, 0.650485, 
0.666667, 0.750000, 0.761905, 0.621359, 
0.690476, 0.743590, 0.796875, 0.563107, 
0.627451, 0.761905, 0.688525, 0.504854, 
0.882353, 0.416667, 0.970149, 0.533981, 
0.517857, 0.828571, 0.602941, 0.533981, 
0.711111, 0.800000, 0.793651, 0.640777, 
0.767442, 0.804878, 0.838710, 0.679612, 
0.581818, 0.842105, 0.646154, 0.582524, 
0.769231, 0.555556, 0.910448, 0.533981, 
0.627451, 0.761905, 0.688525, 0.563107, 
0.846154, 0.282051, 0.968750, 0.543689, 
0.600000, 0.750000, 0.774648, 0.621359, 
0.684211, 0.684211, 0.815385, 0.621359, 
0.679245, 0.857143, 0.721311, 0.611650, 
0.659091, 0.783784, 0.772727, 0.631068, 
0.575758, 0.487179, 0.781250, 0.485437, 
0.666667, 0.789474, 0.769231, 0.592233, 
0.605263, 0.621622, 0.772727, 0.466019, 
0.723404, 0.850000, 0.793651, 0.660194, 
0.857143, 0.500000, 0.955224, 0.592233, 
0.625000, 0.810811, 0.727273, 0.640777, 
0.666667, 0.611111, 0.835821, 0.631068, 
0.823529, 0.622222, 0.896552, 0.582524, 
0.652174, 0.714286, 0.737705, 0.592233, 
0.738095, 0.720930, 0.816667, 0.572816, 
0.666667, 0.700000, 0.777778, 0.582524, 
0.592593, 0.914286, 0.676471, 0.631068, 
0.659091, 0.783784, 0.772727, 0.582524, 
0.687500, 0.785714, 0.754098, 0.631068, 
0.571429, 0.700000, 0.666667, 0.582524, 
0.681818, 0.714286, 0.770492, 0.572816, 
0.714286, 0.833333, 0.770492, 0.611650, 
0.666667, 0.744186, 0.733333, 0.572816, 
0.780488, 0.744186, 0.850000, 0.621359, 
0.933333, 0.341463, 0.983871, 0.504854, 
0.941176, 0.390244, 0.983871, 0.495146, 
0.941176, 0.444444, 0.985075, 0.553398, 
0.615385, 0.631579, 0.769231, 0.572816, 
0.615385, 0.842105, 0.692308, 0.592233, 
0.680000, 0.829268, 0.741935, 0.592233, 
0.574074, 0.861111, 0.656716, 0.592233, 
0.574074, 0.837838, 0.651515, 0.592233, 
0.711111, 0.800000, 0.793651, 0.679612, 
0.682927, 0.736842, 0.800000, 0.563107, 
0.688889, 0.738095, 0.770492, 0.582524, 
0.800000, 0.717949, 0.890625, 0.601942, 
0.600000, 0.810811, 0.696970, 0.611650, 
0.652174, 0.750000, 0.746032, 0.582524, 
0.673077, 0.875000, 0.730159, 0.660194, 
0.809524, 0.790698, 0.866667, 0.689320, 
0.800000, 0.347826, 0.929825, 0.485437, 
0.892857, 0.675676, 0.954545, 0.640777, 
0.673469, 0.825000, 0.746032, 0.640777, 
0.541667, 0.702703, 0.666667, 0.504854, 
0.653061, 0.842105, 0.738462, 0.631068, 
0.568182, 0.675676, 0.712121, 0.533981, 
0.644444, 0.783784, 0.757576, 0.601942, 
0.628571, 0.611111, 0.805970, 0.514563, 
0.682927, 0.736842, 0.800000, 0.572816, 
0.692308, 0.675000, 0.809524, 0.601942, 
0.666667, 0.894737, 0.738462, 0.582524, 
0.700000, 0.538462, 0.859375, 0.553398, 
0.742857, 0.702703, 0.863636, 0.601942, 
0.941176, 0.410256, 0.984375, 0.504854, 
1.000000, 0.282051, 1.000000, 0.543689, 
0.731707, 0.789474, 0.830769, 0.679612, 
0.704545, 0.775000, 0.793651, 0.611650, 
0.500000, 0.800000, 0.588235, 0.504854, 
0.680851, 0.744186, 0.750000, 0.601942, 
0.687500, 0.804878, 0.758065, 0.631068, 
0.634146, 0.702703, 0.772727, 0.621359, 
0.625000, 0.789474, 0.723077, 0.543689, 
0.534884, 0.676471, 0.710145, 0.533981, 
0.731707, 0.697674, 0.816667, 0.611650, 
0.666667, 0.697674, 0.750000, 0.572816, 
0.794118, 0.600000, 0.879310, 0.592233, 
0.763158, 0.725000, 0.857143, 0.621359, 
0.697674, 0.810811, 0.803030, 0.592233, 
0.638298, 0.750000, 0.730159, 0.572816, 
0.736842, 0.666667, 0.836066, 0.631068, 
0.882353, 0.416667, 0.970149, 0.592233, 
0.612245, 0.810811, 0.712121, 0.592233, 
0.595238, 0.714286, 0.750000, 0.553398, 
1.000000, 0.487805, 1.000000, 0.631068, 
0.659091, 0.725000, 0.761905, 0.543689, 
0.684211, 0.684211, 0.815385, 0.601942, 
0.650000, 0.702703, 0.787879, 0.592233, 
0.645833, 0.837838, 0.742424, 0.582524, 
0.833333, 0.697674, 0.900000, 0.601942, 
0.702128, 0.767442, 0.766667, 0.611650, 
0.777778, 0.736842, 0.876923, 0.631068, 
0.658537, 0.771429, 0.794118, 0.621359, 
0.866667, 0.333333, 0.968750, 0.543689, 
0.613636, 0.658537, 0.725806, 0.572816, 
